1 20 0 0
5 71 1 0
4 91 71 1
17 61 31 0
22 69 39 0
34 39 9 0
44 31 1 0
38 62 52 1
39 81 61 0
51 35 25 0
53 72 22 0
56 60 50 0
58 70 50 0
65 56 26 0
66 62 52 0
67 69 59 0
68 105 65 0
75 96 66 0
100 11 1 0
76 143 103 1
78 149 129 0
90 121 91 0
92 124 114 0
93 141 121 0
129 21 1 0
94 176 156 1
113 127 97 0
116 127 117 0
124 95 85 0
148 41 1 0
152 48 28 0
126 171 151 1
165 11 1 0
134 151 141 1
173 21 1 0
137 177 157 1
182 21 1 0
184 83 13 0
201 24 4 0
138 304 284 1
158 228 218 0
176 291 161 0
179 326 276 0
250 31 1 0
259 21 1 0
188 366 336 2
195 396 336 0
203 388 348 0
292 91 1 0
296 123 73 0
307 81 61 0
318 40 20 0
208 559 539 1
212 551 541 0
215 581 531 0
343 41 1 0
227 592 572 1
229 614 584 0
230 668 608 0
367 81 1 0
384 21 1 0
396 61 1 0
232 885 825 3
410 41 1 0
233 930 920 1
238 957 907 0
239 963 953 0
244 972 942 0
245 979 969 0
251 985 945 0
257 969 959 0
264 962 932 0
268 984 944 0
269 1050 980 0
272 1046 1036 0
274 1046 1036 0
276 1072 1042 0
282 1057 1047 0
290 1049 1029 0
291 1055 1045 0
293 1065 1045 0
301 1051 1021 0
303 1094 1044 0
304 1096 1086 0
305 1097 1087 0
310 1080 1070 0
311 1124 1074 0
313 1136 1116 0
314 1150 1130 0
321 1122 1112 0
323 1145 1115 0
324 1231 1141 0
333 1254 1194 0
337 1279 1239 0
341 1304 1254 0
596 11 1 0
597 12 2 0
598 27 7 0
600 36 16 0
346 1363 1333 1
349 1384 1344 0
351 1386 1376 0
364 1324 1304 0
366 1344 1314 0
629 21 1 0
380 1317 1297 1
385 1310 1290 0
386 1357 1307 0
388 1367 1347 0
389 1395 1365 0
393 1410 1370 0
666 21 1 0
669 34 4 0
399 1452 1422 1
680 101 1 0
696 45 25 0
713 21 1 0
400 1659 1589 2
724 21 1 0
729 51 1 0
403 1727 1717 2
407 1718 1708 0
415 1689 1679 0
418 1719 1679 0
419 1721 1711 0
425 1728 1698 0
761 11 1 0
427 1744 1724 1
428 1763 1733 0
431 1801 1751 0
435 1802 1782 0
444 1790 1750 0
445 1797 1787 0
446 1820 1790 0
802 11 1 0
447 1835 1825 1
448 1851 1831 0
450 1872 1842 0
456 1879 1839 0
826 21 1 0
460 1908 1878 1
462 1915 1895 0
471 1900 1870 0
472 1914 1894 0
477 1908 1888 0
482 1899 1879 0
859 41 1 0
868 11 1 0
869 17 7 0
483 1996 1956 2
492 2027 1947 0
495 2060 2010 0
497 2065 2055 0
500 2063 2053 0
505 2064 2034 0
911 21 1 0
508 2108 2068 1
509 2135 2105 0
511 2146 2126 0
937 21 1 0
513 2209 2159 1
517 2204 2194 0
527 2167 2147 0
953 11 1 0
528 2189 2169 1
529 2195 2185 0
959 21 1 0
530 2295 2215 1
532 2322 2292 0
989 41 1 0
535 2409 2349 1
546 2343 2333 0
551 2332 2312 0
555 2330 2320 0
560 2316 2296 0
571 2290 2260 0
572 2337 2287 0
574 2350 2330 0
585 2350 2300 0
586 2366 2346 0
587 2371 2361 0
591 2425 2355 0
595 2427 2407 0
599 2418 2398 0
602 2475 2405 0
603 2490 2470 0
608 2530 2470 0
620 2475 2465 0
623 2471 2461 0
624 2486 2466 0
630 2483 2453 0
635 2518 2458 0
636 2525 2515 0
638 2521 2511 0
641 2582 2502 0
652 2531 2521 0
653 2567 2527 0
654 2598 2558 0
662 2589 2559 0
663 2613 2583 0
664 2629 2609 0
665 2637 2627 0
672 2637 2597 0
682 2615 2585 0
685 2622 2602 0
687 2638 2618 0
690 2644 2624 0
692 2684 2634 0
699 2673 2643 0
702 2687 2667 0
707 2704 2654 0
709 2705 2695 0
710 2719 2699 0
714 2718 2698 0
716 2736 2706 0
717 2754 2734 0
719 2766 2746 0
721 2758 2748 0
722 2766 2756 0
727 2767 2747 0
735 2806 2726 0
736 2809 2799 0
740 2799 2789 0
741 2857 2797 0
742 2860 2850 0
744 2883 2853 0
748 2881 2861 0
750 2890 2870 0
751 2893 2883 0
768 2836 2806 0
770 2857 2827 0
777 2823 2813 0
778 2828 2818 0
785 2819 2799 0
788 2856 2806 0
790 2866 2846 0
795 2870 2840 0
799 2859 2849 0
801 2879 2849 0
805 2881 2861 0
811 2864 2854 0
812 2910 2860 0
817 2909 2889 0
820 2916 2896 0
821 2951 2911 0
823 2957 2937 0
824 2993 2953 0
829 3041 2971 0
831 3158 3038 0
834 3179 3139 0
841 3150 3140 0
845 3154 3134 0
850 3143 3123 0
852 3256 3136 0
865 3208 3188 0
870 3226 3186 0
872 3249 3219 0
875 3262 3232 0
882 3251 3231 0
886 3260 3220 0
887 3301 3251 0
889 3316 3296 0
891 3322 3302 0
893 3373 3313 0
895 3378 3358 0
905 3358 3318 0
919 3299 3279 0
920 3345 3295 0
925 3355 3325 0
936 3347 3307 0
940 3326 3316 0
941 3362 3322 0
944 3368 3348 0
948 3350 3340 0
950 3371 3341 0
954 3376 3356 0
955 3378 3368 0
957 3388 3368 0
958 3403 3383 0
965 3393 3363 0
984 3315 3285 0
985 3329 3309 0
986 3348 3328 0
993 3341 3321 0
2 8315 8305 0
3 8340 8310 0
6 8330 8320 0
7 8330 8320 0
8 8356 8326 0
9 8381 8351 0
10 8404 8374 0
11 8459 8399 0
12 8486 8456 0
13 8521 8481 0
14 8539 8519 0
15 8588 8538 0
16 8618 8588 0
18 8628 8608 0
19 8684 8624 0
20 8737 8677 0
21 8755 8735 0
23 8766 8746 0
24 8832 8762 0
25 8844 8824 0
26 8861 8841 0
27 8918 8858 0
28 8955 8915 0
29 9024 8954 0
30 9034 9014 0
31 9088 9028 0
32 9091 9081 0
33 9105 9085 0
35 9107 9097 0
36 9133 9103 0
37 9168 9128 0
40 9216 9156 0
41 9238 9208 0
42 9296 9236 0
43 9303 9293 0
45 9348 9298 0
46 9372 9342 0
47 9378 9368 0
48 9380 9370 0
49 9418 9378 0
50 9442 9412 0
52 9449 9429 0
54 9459 9439 0
55 9490 9450 0
57 9495 9475 0
59 9505 9485 0
60 9589 9499 0
61 9599 9579 0
62 9602 9592 0
63 9639 9599 0
64 9664 9634 0
69 9713 9643 0
70 9718 9708 0
71 9719 9709 0
72 9734 9714 0
73 9746 9726 0
74 9752 9742 0
77 9763 9733 0
79 9797 9757 0
80 9814 9794 0
81 9829 9809 0
82 9852 9822 0
83 9895 9845 0
84 9902 9892 0
85 9918 9898 0
86 9931 9911 0
87 10018 9928 0
88 10072 10012 0
89 10079 10069 0
91 10108 10068 0
95 10123 10093 0
96 10130 10120 0
97 10164 10124 0
98 10178 10158 0
99 10206 10176 0
101 10214 10194 0
102 10290 10210 0
103 10344 10284 0
104 10360 10340 0
105 10378 10358 0
106 10394 10374 0
107 10417 10387 0
108 10475 10415 0
109 10501 10471 0
110 10517 10497 0
111 10533 10513 0
112 10570 10530 0
114 10592 10562 0
115 10651 10591 0
117 10731 10641 0
118 10756 10726 0
119 10769 10749 0
120 10783 10763 0
121 10818 10778 0
122 10905 10815 0
123 10921 10901 0
125 10961 10911 0
127 11014 10954 0
128 11030 11010 0
130 11040 11020 0
131 11074 11034 0
132 11099 11069 0
133 11123 11093 0
135 11191 11111 0
136 11217 11187 0
139 11215 11205 0
140 11244 11214 0
141 11291 11241 0
142 11307 11287 0
143 11341 11301 0
144 11363 11333 0
145 11380 11360 0
146 11463 11373 0
147 11509 11459 0
149 11529 11499 0
150 11555 11525 0
151 11561 11551 0
153 11574 11554 0
154 11589 11569 0
155 11604 11584 0
156 11630 11600 0
157 11639 11629 0
159 11667 11627 0
160 11685 11665 0
161 11704 11684 0
162 11730 11700 0
163 11746 11726 0
164 11759 11739 0
166 11851 11751 0
167 11857 11847 0
168 11916 11856 0
169 11921 11911 0
170 11925 11915 0
171 11943 11923 0
172 11971 11941 0
174 11971 11961 0
175 11997 11967 0
177 12011 11991 0
178 12045 12005 0
180 12096 12036 0
181 12143 12093 0
183 12163 12133 0
185 12205 12155 0
186 12223 12203 0
187 12225 12215 0
189 12242 12212 0
190 12270 12240 0
191 12295 12265 0
192 12334 12294 0
193 12338 12328 0
194 12352 12332 0
196 12367 12347 0
197 12412 12362 0
198 12434 12404 0
199 12450 12430 0
200 12462 12442 0
202 12460 12450 0
204 12535 12445 0
205 12566 12526 0
206 12582 12562 0
207 12587 12577 0
209 12587 12577 0
210 12622 12582 0
211 12679 12619 0
213 12688 12668 0
214 12710 12680 0
216 12730 12700 0
217 12797 12727 0
218 12812 12792 0
219 12827 12807 0
220 12833 12823 0
221 12858 12828 0
222 12871 12851 0
223 12899 12869 0
224 12918 12898 0
225 12931 12911 0
226 12936 12926 0
228 12947 12927 0
231 12956 12936 0
234 12972 12942 0
235 12985 12965 0
236 12999 12979 0
237 13015 12995 0
240 13047 13007 0
241 13062 13042 0
242 13079 13059 0
243 13084 13074 0
246 13101 13071 0
247 13119 13099 0
248 13123 13113 0
249 13157 13117 0
252 13189 13139 0
253 13197 13187 0
254 13213 13193 0
255 13227 13207 0
256 13241 13221 0
258 13261 13231 0
260 13292 13252 0
261 13309 13289 0
262 13350 13300 0
263 13364 13344 0
265 13395 13355 0
266 13440 13390 0
267 13444 13434 0
270 13453 13433 0
271 13478 13448 0
273 13538 13468 0
275 13569 13529 0
277 13577 13567 0
278 13594 13574 0
279 13611 13591 0
280 13634 13604 0
281 13649 13629 0
283 13648 13638 0
284 13696 13646 0
285 13773 13693 0
286 13786 13766 0
287 13825 13785 0
