1 7 90 3
2 10 60 3
3 16 70 3
4 25 10 3
5 27 20 3
6 32 30 3
7 35 10 2
8 41 90 2
9 50 20 2
10 55 70 3
11 60 100 3
12 61 20 2
13 63 20 3
14 70 20 2
15 74 30 1
16 76 30 3
17 83 50 2
18 86 60 3
19 89 10 3
20 97 70 3
21 102 10 3
22 110 20 1
23 116 30 3
24 121 30 3
25 123 40 3
26 130 20 3
27 134 10 2
28 136 20 3
29 137 30 3
30 143 10 3
31 145 20 3
32 148 30 3
33 154 40 3
34 159 30 2
35 165 20 2
36 173 10 3
37 177 20 3
38 183 20 3
39 188 40 3
40 192 10 3
41 194 30 3
42 201 20 3
43 207 10 3
44 215 30 2
45 219 10 3
46 226 40 2
47 231 20 2
48 237 30 3
49 244 70 2
50 250 30 2
51 253 10 3
52 259 20 2
53 264 10 3
54 270 30 3
55 276 10 3
56 281 50 1
57 290 20 3
58 294 30 3
59 297 70 2
60 297 20 3
61 303 20 3
62 305 10 2
63 313 30 2
64 319 30 3
65 323 20 2
66 327 40 2
67 336 60 3
68 341 10 2
69 344 20 3
70 346 20 3
71 352 30 3
72 353 30 3
73 358 40 3
74 363 20 3
75 367 20 3
76 371 20 2
77 377 30 3
78 381 10 2
79 385 40 3
80 389 10 3
81 395 70 3
82 398 10 2
83 401 20 2
84 406 30 3
85 410 60 2
86 415 60 2
87 424 30 2
88 428 40 3
89 433 20 2
90 435 20 3
91 440 30 1
92 445 20 3
93 447 20 3
94 451 10 3
95 459 30 2
96 465 70 2
97 468 60 3
98 470 40 2
99 478 10 3
100 485 20 2
101 491 10 3
102 496 30 2
103 501 20 3
104 505 10 2
105 511 90 3
106 517 20 3
107 524 50 1
108 530 30 2
109 535 50 3
110 540 70 3
111 548 10 1
112 552 30 3
113 558 20 2
114 562 60 3
115 567 40 3
116 571 20 3
117 574 40 2
118 577 20 2
119 582 70 3
120 591 80 3
121 596 40 2
122 602 30 3
123 605 10 2
124 610 30 2
125 614 20 2
126 622 20 3
127 626 40 3
128 633 20 2
129 638 20 3
130 646 50 2
131 651 10 2
132 655 30 2
133 661 150 3
134 668 10 3
135 672 20 2
136 680 20 2
137 687 20 3
138 690 40 3
139 696 60 3
140 701 20 3
141 705 30 2
142 711 40 3
143 718 20 3
144 731 20 3
145 735 40 3
146 742 30 3
147 748 10 3
148 751 30 1
149 755 10 2
150 760 70 3
151 764 10 2
152 768 20 3
153 773 20 2
154 779 20 3
155 779 30 3
156 785 30 3
157 788 30 2
158 792 10 3
159 797 10 3
160 802 30 3
161 805 20 3
162 809 20 3
163 813 20 2
164 819 10 3
165 827 50 3
166 829 10 3
167 835 40 3
168 837 30 2
169 841 50 3
170 847 20 2
171 852 20 3
172 858 80 3
173 863 10 3
174 869 20 3
175 874 70 2
176 880 30 3
177 883 10 2
178 889 30 2
179 894 30 3
180 900 20 3
181 904 20 2
182 907 30 3
183 913 30 3
184 925 20 3
185 929 30 3
186 933 20 3
187 936 10 2
188 941 30 2
189 948 40 3
190 953 30 2
191 959 20 3
192 967 60 2
193 971 70 2
194 976 20 3
195 981 30 3
196 984 10 3
197 992 10 3
198 998 30 3
199 1006 20 3
200 1007 20 3
201 1014 40 3
202 1019 30 3
203 1026 20 2
204 1033 20 3
205 1039 10 2
206 1045 30 3
207 1049 20 2
208 1055 20 2
209 1059 10 2
210 1065 40 2
211 1071 100 3
212 1076 10 1
213 1086 10 3
214 1093 30 3
215 1096 20 3
216 1105 10 3
217 1108 10 3
218 1114 20 2
219 1120 30 3
220 1126 10 3
221 1135 30 3
222 1143 20 3
223 1143 20 2
224 1149 30 3
225 1155 20 3
226 1157 20 3
227 1165 30 3
228 1172 20 3
229 1178 10 3
230 1184 30 3
231 1189 20 3
232 1197 50 1
233 1203 40 3
234 1209 20 2
235 1214 90 3
236 1219 30 3
237 1225 30 3
238 1231 40 2
239 1234 20 2
240 1235 10 3
241 1239 20 2
242 1241 30 3
243 1243 20 2
244 1248 40 3
245 1254 10 2
